"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Age","FSM","SEN_type","SEN_grouping","Admission_type","school_characteristic","Religious_denomination","Value","Value_type","Denominator","Numerator"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","FSM","All","All","All","All state-funded","All","37.2","%","9394","3499"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","Non-FSM","All","All","All","All state-funded","All","54.7","%","48717","26664"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","FSM","All","All","All","All state-funded","All","22.5","%","76237","17125"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","FSM","All","All","All","All state-funded","All","28.4","%","1886","536"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","Non-FSM","All","All","All","All state-funded","All","51.3","%","8222","4218"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","FSM","All","All","All","All state-funded","All","24","%","5406","1296"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","Non-FSM","All","All","All","All state-funded","All","48.8","%","21612","10548"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","FSM","All","All","All","All state-funded","All","26.8","%","847","227"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","Non-FSM","All","All","All","All state-funded","All","60.1","%","5297","3182"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","FSM","All","All","All","All state-funded","All","28.8","%","699","201"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","Non-FSM","All","All","All","All state-funded","All","44.9","%","2563","1152"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","FSM","All","All","All","All state-funded","All","16.8","%","1974","332"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","Non-FSM","All","All","All","All state-funded","All","36.1","%","5530","1996"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","FSM","All","All","All","All state-funded","All","34","%","2388","811"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","Non-FSM","All","All","All","All state-funded","All","46.5","%","7219","3360"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","Non-FSM","All","All","All","All state-funded","All","46.6","%","466331","217475"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","Non-FSM","All","All","All","All state-funded","All","46.4","%","10859","5041"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","FSM","All","All","All","All state-funded","All","26.3","%","429","113"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","Non-FSM","All","All","All","All state-funded","All","57.5","%","2701","1554"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","FSM","All","All","All","All state-funded","All","25.7","%","342","88"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","Non-FSM","All","All","All","All state-funded","All","42","%","1275","536"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","FSM","All","All","All","All state-funded","All","12.8","%","949","121"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","Non-FSM","All","All","All","All state-funded","All","32.8","%","2680","879"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","FSM","All","All","All","All state-funded","All","30.6","%","1214","372"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","Non-FSM","All","All","All","All state-funded","All","43.4","%","3769","1636"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","Non-FSM","All","All","All","All state-funded","All","45.6","%","12150","5536"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","FSM","All","All","All","All state-funded","All","75.8","%","66","50"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","Non-FSM","All","All","All","All state-funded","All","79.5","%","938","746"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","FSM","All","All","All","All state-funded","All","18.8","%","584","110"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","Non-FSM","All","All","All","All state-funded","All","35.2","%","3604","1269"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","White Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","FSM","All","All","All","All state-funded","All","27.2","%","1355","368"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","White Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","Non-FSM","All","All","All","All state-funded","All","39.6","%","13125","5196"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Gypsy/Roma","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","FSM","All","All","All","All state-funded","All","2.8","%","212","6"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Gypsy/Roma","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","Non-FSM","All","All","All","All state-funded","All","6.2","%","403","25"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","FSM","All","All","All","All state-funded","All","15.9","%","25867","4104"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","Non-FSM","All","All","All","All state-funded","All","42.4","%","181513","76882"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Irish Traveller","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","FSM","All","All","All","All state-funded","All","10.6","%","47","5"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Irish Traveller","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","Non-FSM","All","All","All","All state-funded","All","10.8","%","37","4"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","White British","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","FSM","All","All","All","All state-funded","All","15.3","%","24146","3698"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","FSM","All","All","All","All state-funded","All","22","%","1174","258"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","Non-FSM","All","All","All","All state-funded","All","37.5","%","6769","2538"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","FSM","All","All","All","All state-funded","All","50","%","502","251"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","Non-FSM","All","All","All","All state-funded","All","69.4","%","6845","4748"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","FSM","All","All","All","All state-funded","All","32.8","%","2234","733"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","Non-FSM","All","All","All","All state-funded","All","46.3","%","9205","4259"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","FSM","All","All","All","All state-funded","All","39.5","%","4527","1789"
